Unnamed: 0,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,question,possible_answers,paraphrases,pop,em_scores,start_scores,f1_scores,uncertainty_metric,prob
13866,Rondônia,capital,Porto Velho,1300196,422,535603,"[""RO"",""Rondonia state""]",[],http://www.wikidata.org/entity/Q43235,http://www.wikidata.org/entity/Q172512,Rondônia,Porto Velho,4736,3000,What is the capital of Rondônia?,"[""Porto Velho""]","['What is the capital of Rondônia?', 'What is the primary city in Rondônia?', 'Which urban center holds a central role in Rondônia?', 'Which city houses the main government of Rondônia?', 'What city is the main administrative center of Rondônia?', 'What urban area holds the capital status of Rondônia?', 'Which city is the political focal point of Rondônia?', 'Which city is the primary seat of authority for Rondônia?', 'What is the principal city of Rondônia?', 'What is the chief city of Rondônia?']",7736,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0.5714285714285715, 0, 0, 0, 0, 0.5, 0, 0.5714285714285715, 0.5]","[0.785002357061438, 0.2428196143586778, 0.6047704485343867, 0.5724788958376043, 0.40267465750054215, 0.4421335448721796, 0.2738372931432165, 0.5792622507915562, 0.31462495809612984, 0.3058549165510828]","[0.011111339, 0.2644018, 0.10840522, 0.031157972, 0.20717621, 0.015534885, 0.23868725, 0.015596512, 0.021445682, 0.16583753]"
14240,Dhule district,capital,Dhule,579405,422,2658955,[],[],http://www.wikidata.org/entity/Q1797383,http://www.wikidata.org/entity/Q773603,Dhule district,Dhule,1859,5841,What is the capital of Dhule district?,"[""Dhule""]","['What is the capital of Dhule district?', 'What is the primary city in Dhule district?', 'Which urban center holds a central role in Dhule district?', 'Which city houses the main government of Dhule district?', 'What city is the main administrative center of Dhule district?', 'What urban area holds the capital status of Dhule district?', 'Which city is the political focal point of Dhule district?', 'Which city is the primary seat of authority for Dhule district?', 'What is the principal city of Dhule district?', 'What is the chief city of Dhule district?']",7700,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.30274440652716295, 0.2504209962935158, 0.7336233113846193, 0.3388861947130055, 0.3096651384886316, 0.3420123042328626, 0.41294639508975894, 0.39663297130568703, 0.26778436905011344, 0.26183196270493014]","[0.20194785, 0.37972137, 0.013889194, 0.12561765, 0.31437084, 0.10492603, 0.16361965, 0.21029477, 0.039963126, 0.3218486]"
13968,Roraima,capital,Boa Vista,1290167,422,587403,"[""RR"",""Roraima state""]",[],http://www.wikidata.org/entity/Q42508,http://www.wikidata.org/entity/Q181056,Roraima,"Boa Vista, Roraima",4911,2564,What is the capital of Roraima?,"[""Boa Vista""]","['What is the capital of Roraima?', 'What is the primary city in Roraima?', 'Which urban center holds a central role in Roraima?', 'Which city houses the main government of Roraima?', 'What city is the main administrative center of Roraima?', 'What urban area holds the capital status of Roraima?', 'Which city is the political focal point of Roraima?', 'Which city is the primary seat of authority for Roraima?', 'What is the principal city of Roraima?', 'What is the chief city of Roraima?']",7475,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.5714285714285715, 0.5714285714285715, 0.5714285714285715, 0.5714285714285715, 0.5, 0.5, 0.5714285714285715, 0.5714285714285715, 0.5714285714285715, 0.5714285714285715]","[0.33244312723544434, 0.38117011429966663, 0.4514886322647822, 0.4103560275434898, 0.3547211257297114, 0.5108544752954223, 0.3630811938478289, 0.5396716206209777, 0.30586409678844145, 0.3169628509918509]","[0.17959827, 0.020918423, 0.12063088, 0.17778993, 0.23185705, 0.008562136, 0.24308737, 0.020579197, 0.32127908, 0.2537398]"
13888,Central Region,capital,Cape Coast,2845175,422,764322,[],[],http://www.wikidata.org/entity/Q846323,http://www.wikidata.org/entity/Q221283,Central Region (Ghana),Cape Coast,2833,4612,What is the capital of Central Region?,"[""Cape Coast""]","['What is the capital of Central Region?', 'What is the primary city in Central Region?', 'Which urban center holds a central role in Central Region?', 'Which city houses the main government of Central Region?', 'What city is the main administrative center of Central Region?', 'What urban area holds the capital status of Central Region?', 'Which city is the political focal point of Central Region?', 'Which city is the primary seat of authority for Central Region?', 'What is the principal city of Central Region?', 'What is the chief city of Central Region?']",7445,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.3219159737393835, 0.7066893645077832, 0.8769354989191599, 0.8430836507182695, 0.6515653900082168, 0.6998955697921971, 0.7011238031551135, 0.7845970053836003, 0.1741515036015836, 0.577914914386813]","[0.030763533, 0.0029031234, 0.0009787908, 0.0014506683, 0.03539461, 0.016777044, 0.03495872, 0.0032408093, 0.091539666, 0.061456405]"
13688,Jalpaiguri district,capital,Jalpaiguri,190999,422,674119,[],[],http://www.wikidata.org/entity/Q1351487,http://www.wikidata.org/entity/Q1949125,Jalpaiguri district,Jalpaiguri,2906,4422,What is the capital of Jalpaiguri district?,"[""Jalpaiguri""]","['What is the capital of Jalpaiguri district?', 'What is the primary city in Jalpaiguri district?', 'Which urban center holds a central role in Jalpaiguri district?', 'Which city houses the main government of Jalpaiguri district?', 'What city is the main administrative center of Jalpaiguri district?', 'What urban area holds the capital status of Jalpaiguri district?', 'Which city is the political focal point of Jalpaiguri district?', 'Which city is the primary seat of authority for Jalpaiguri district?', 'What is the principal city of Jalpaiguri district?', 'What is the chief city of Jalpaiguri district?']",7328,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.4983008903701967, 0.5155030861634999, 0.6071284600284669, 0.23274036335374476, 0.502733578794609, 0.5062841030934215, 0.27477201650988003, 0.1839039657602939, 0.4794396853584352, 0.6028094882118036]","[0.10180707, 0.03429162, 0.093183205, 0.47268808, 0.055596154, 0.12552495, 0.07614709, 0.24619132, 0.017703047, 0.012409036]"
13659,Cherokee County,capital,Canton,1490077,422,762809,"[""Cherokee County, Georgia""]","[""Canton, Georgia""]",http://www.wikidata.org/entity/Q486664,http://www.wikidata.org/entity/Q2207351,"Cherokee County, Georgia","Canton, Georgia",3839,3484,What is the capital of Cherokee County?,"[""Canton"", ""Canton, Georgia""]","['What is the capital of Cherokee County?', 'What is the primary city in Cherokee County?', 'Which urban center holds a central role in Cherokee County?', 'Which city houses the main government of Cherokee County?', 'What city is the main administrative center of Cherokee County?', 'What urban area holds the capital status of Cherokee County?', 'Which city is the political focal point of Cherokee County?', 'Which city is the primary seat of authority for Cherokee County?', 'What is the principal city of Cherokee County?', 'What is the chief city of Cherokee County?']",7323,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0.33333333333333337, 0.33333333333333337, 0, 0.33333333333333337, 0.2857142857142857, 0.2857142857142857, 0, 0.33333333333333337, 0]","[0.4428994957913339, 0.48527806254097555, 0.6063573739757584, 0.35676933300584746, 0.4779393054365687, 0.4809430240478869, 0.6421857233979571, 0.396294404596177, 0.4564848683647571, 0.8277355377257012]","[0.0030134465, 0.08242034, 0.04789979, 0.32079107, 0.14819081, 0.14406186, 0.0108981505, 0.039101526, 0.16947848, 0.0014757793]"
14039,Deir ez-Zor Governorate,capital,Deir ez-Zor,793982,422,812858,"[""Deir ez-Zor, Syria"",""Dayr az-Zawr""]","[""Deir Ezzor"",""Deir Al-Zor"",""Dayr Al-Zawr"",""Der Ezzor""]",http://www.wikidata.org/entity/Q232387,http://www.wikidata.org/entity/Q239097,Deir ez-Zor Governorate,Deir ez-Zor,2198,5046,What is the capital of Deir ez-Zor Governorate?,"[""Deir ez-Zor"", ""Deir Ezzor"", ""Deir Al-Zor"", ""Dayr Al-Zawr"", ""Der Ezzor""]","['What is the capital of Deir ez-Zor Governorate?', 'What is the primary city in Deir ez-Zor Governorate?', 'Which urban center holds a central role in Deir ez-Zor Governorate?', 'Which city houses the main government of Deir ez-Zor Governorate?', 'What city is the main administrative center of Deir ez-Zor Governorate?', 'What urban area holds the capital status of Deir ez-Zor Governorate?', 'Which city is the political focal point of Deir ez-Zor Governorate?', 'Which city is the primary seat of authority for Deir ez-Zor Governorate?', 'What is the principal city of Deir ez-Zor Governorate?', 'What is the chief city of Deir ez-Zor Governorate?']",7244,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 1.0, 0.5, 0, 0.28571428571428575, 0, 0.8, 0, 0]","[0.3169825556720198, 0.2623353846604912, 0.2796699789357623, 0.5237265218394491, 0.428682277435983, 0.8054077449799896, 0.4217862837369739, 0.503584133475077, 0.29386748749048347, 0.31507804119166083]","[0.22479634, 0.2213289, 0.082373984, 0.10145083, 0.114574656, 0.00063400913, 0.04895871, 0.005182504, 0.40354517, 0.37074235]"
14220,Ain,capital,Bourg-en-Bresse,1016072,422,175175,[],"[""Bourg-\u00c9pur\u00e9"",""Bourg-R\u00e9g\u00e9n\u00e9r\u00e9"",""\u00c9pi-d'Ain"",""\u00c9pi-d'Or (ou \u00c9pidor)"",""\u00c9py-d'Ain (ou \u00c9pi-d'Ain)"",""Bledvin"",""Commune-Neuve (ou Commune-Nouvelle)"",""Commune-Affranchie""]",http://www.wikidata.org/entity/Q3083,http://www.wikidata.org/entity/Q133069,Ain,Bourg-en-Bresse,3864,3371,What is the capital of Ain?,"[""Bourg-en-Bresse"", ""Bourg-Épuré"", ""Bourg-Régénéré"", ""Épi-d'Ain"", ""Épi-d'Or (ou Épidor)"", ""Épy-d'Ain (ou Épi-d'Ain)"", ""Bledvin"", ""Commune-Neuve (ou Commune-Nouvelle)"", ""Commune-Affranchie""]","['What is the capital of Ain?', 'What is the primary city in Ain?', 'Which urban center holds a central role in Ain?', 'Which city houses the main government of Ain?', 'What city is the main administrative center of Ain?', 'What urban area holds the capital status of Ain?', 'Which city is the political focal point of Ain?', 'Which city is the primary seat of authority for Ain?', 'What is the principal city of Ain?', 'What is the chief city of Ain?']",7235,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0]","[0.4893998542124625, 0.2615689864431166, 0.5778025570510217, 0.505501785985029, 0.6564439480997971, 0.47200232907324025, 0.5481884651272693, 0.5574167643304555, 0.49343994499589616, 0.5633391307639952]","[0.013834219, 0.008605744, 0.026459983, 0.108136065, 0.017495783, 0.10787323, 0.08425298, 0.07623547, 0.11641865, 0.10306704]"
13858,Berry,capital,Bourges,2833198,422,172579,"[""Berri"",""Province of Berry""]",[],http://www.wikidata.org/entity/Q827169,http://www.wikidata.org/entity/Q132404,"Berry, France",Bourges,1781,5323,What is the capital of Berry?,"[""Bourges""]","['What is the capital of Berry?', 'What is the primary city in Berry?', 'Which urban center holds a central role in Berry?', 'Which city houses the main government of Berry?', 'What city is the main administrative center of Berry?', 'What urban area holds the capital status of Berry?', 'Which city is the political focal point of Berry?', 'Which city is the primary seat of authority for Berry?', 'What is the principal city of Berry?', 'What is the chief city of Berry?']",7104,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337, 0.4, 0.33333333333333337, 0, 0.4, 0, 0.25, 0.4]","[0.3611834564610491, 0.44131900363043297, 0.5703275225159351, 0.4655075529125301, 0.4478859508801944, 0.5405186068825246, 0.44544776253599755, 0.9486646919196962, 0.5001986912367062, 0.5042258854458643]","[0.16290839, 0.14094727, 0.007421046, 0.037304655, 0.10877998, 0.00559775, 0.11202676, 0.0007166053, 0.064088605, 0.013677871]"
13865,Vorpommern-Rügen District,capital,Stralsund,966405,422,1269400,"[""Vorpommern-R\u00fcgen"",""VR""]",[],http://www.wikidata.org/entity/Q2909,http://www.wikidata.org/entity/Q4065,Vorpommern-Rügen,Stralsund,754,5973,What is the capital of Vorpommern-Rügen District?,"[""Stralsund""]","['What is the capital of Vorpommern-Rügen District?', 'What is the primary city in Vorpommern-Rügen District?', 'Which urban center holds a central role in Vorpommern-Rügen District?', 'Which city houses the main government of Vorpommern-Rügen District?', 'What city is the main administrative center of Vorpommern-Rügen District?', 'What urban area holds the capital status of Vorpommern-Rügen District?', 'Which city is the political focal point of Vorpommern-Rügen District?', 'Which city is the primary seat of authority for Vorpommern-Rügen District?', 'What is the principal city of Vorpommern-Rügen District?', 'What is the chief city of Vorpommern-Rügen District?']",6727,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]",,"[0.33333333333333337, 1.0, 0.2857142857142857, 1.0, 0.33333333333333337, 0.4, 1.0, 0.2857142857142857, 0.33333333333333337, 0.4]","[0.26707151159641923, 0.10582716290795441, 0.5243978666935287, 0.1343222311597265, 0.5543317648612616, 0.48262669422824656, 0.1442675384973832, 0.4695129511430942, 0.43179309095620627, 0.3740747012966964]","[0.27738884, 0.11072743, 0.17756422, 0.18087687, 0.010486178, 0.11679053, 0.21822488, 0.194739, 0.16020685, 0.22258805]"
