Unnamed: 0,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,question,possible_answers,paraphrases,pop,em_scores,start_scores,f1_scores,uncertainty_metric,prob
8199,The Corbomite Maneuver,screenwriter,Jerry Sohl,110207,533,471678,"[""CMn"",""Corbomite Maneuver, The""]",[],http://www.wikidata.org/entity/Q1187077,http://www.wikidata.org/entity/Q1687871,The Corbomite Maneuver,Jerry Sohl,7233,593,Who was the screenwriter for The Corbomite Maneuver?,"[""Jerry Sohl""]","['Who was the screenwriter for The Corbomite Maneuver?', 'Who wrote the screenplay for The Corbomite Maneuver?', 'Who was the scribe of the screenplay in The Corbomite Maneuver?', ""Who took on the role of crafting The Corbomite Maneuver's script?"", 'Who was responsible for composing the screenplay of The Corbomite Maneuver?', 'Who was the wordsmith behind the screenplay of The Corbomite Maneuver?', 'Who penned the script for The Corbomite Maneuver?', 'Who authored the screenplay of The Corbomite Maneuver?', ""Who was the primary influencer in shaping The Corbomite Maneuver's screenplay composition?"", ""Who scripted The Corbomite Maneuver's story?""]",7826,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.6666666666666666, 0.5714285714285715, 0.6666666666666666, 0.5, 0.5, 0.5, 0.5714285714285715, 0.6666666666666666, 0, 0]","[0.22324348990071144, 0.38399696877114087, 0.47492389810806596, 0.09688941487196091, 0.3578283886379966, 0.470479783046306, 0.5207687039020159, 0.41840068682462794, 0.37568794741628925, 0.40597021827308355]","[0.015283147, 0.0959429, 0.008557598, 0.02974894, 0.24390282, 0.011743257, 0.00059608713, 0.0069610244, 0.060075317, 0.014715682]"
8216,Bad News Bears,screenwriter,John Requa,124753,533,1049883,[],[],http://www.wikidata.org/entity/Q1211837,http://www.wikidata.org/entity/Q3182354,Bad News Bears,John Requa,5783,2028,Who was the screenwriter for Bad News Bears?,"[""Glenn Ficarra"", ""John Requa""]","['Who was the screenwriter for Bad News Bears?', 'Who wrote the screenplay for Bad News Bears?', 'Who was the scribe of the screenplay in Bad News Bears?', ""Who took on the role of crafting Bad News Bears's script?"", 'Who was responsible for composing the screenplay of Bad News Bears?', 'Who was the wordsmith behind the screenplay of Bad News Bears?', 'Who penned the script for Bad News Bears?', 'Who authored the screenplay of Bad News Bears?', ""Who was the primary influencer in shaping Bad News Bears's screenplay composition?"", ""Who scripted Bad News Bears's story?""]",7811,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.22123410607411914, 0.5507670397163962, 0.3280265807433781, 0.3163895344064715, 0.22178458746957264, 0.2870528333302973, 0.6180043767848991, 0.3113343435854266, 0.4153571483922931, 0.2899825466442003]","[0.014222343, 0.0005202969, 0.0038608531, 0.16838641, 0.00086605275, 0.0354745, 0.02297907, 0.340941, 0.16162728, 0.31304625]"
8777,The Soldier,screenwriter,James Glickenhaus,1316192,533,2037608,"[""Soldier""]",[],http://www.wikidata.org/entity/Q4427578,http://www.wikidata.org/entity/Q6134691,The Soldier (1982 film),James Glickenhaus,2042,5753,Who was the screenwriter for The Soldier?,"[""James Glickenhaus""]","['Who was the screenwriter for The Soldier?', 'Who wrote the screenplay for The Soldier?', 'Who was the scribe of the screenplay in The Soldier?', ""Who took on the role of crafting The Soldier's script?"", 'Who was responsible for composing the screenplay of The Soldier?', 'Who was the wordsmith behind the screenplay of The Soldier?', 'Who penned the script for The Soldier?', 'Who authored the screenplay of The Soldier?', ""Who was the primary influencer in shaping The Soldier's screenplay composition?"", ""Who scripted The Soldier's story?""]",7795,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0.25, 0.3333333333333333, 0, 0.2, 0.2, 0.4, 0.25, 0, 0]","[0.5067473321894227, 0.5080566232363001, 0.19676282024456362, 0.4176694961368926, 0.4686097906808757, 0.27598392825458207, 0.4018131109451748, 0.5222759887586146, 0.32840155343647415, 0.7829821049678944]","[0.00047823688, 1.1455967e-05, 0.007946722, 0.0022315462, 3.5949764e-05, 0.009388698, 0.00082943746, 1.1870192e-05, 0.011471032, 0.00023364612]"
9159,Patterns of Force,screenwriter,John Meredyth Lucas,1667159,533,153897,"[""PF""]",[],http://www.wikidata.org/entity/Q520622,http://www.wikidata.org/entity/Q1282874,Patterns of Force (Star Trek: The Original Series),John Meredyth Lucas,6606,1186,Who was the screenwriter for Patterns of Force?,"[""John Meredyth Lucas""]","['Who was the screenwriter for Patterns of Force?', 'Who wrote the screenplay for Patterns of Force?', 'Who was the scribe of the screenplay in Patterns of Force?', ""Who took on the role of crafting Patterns of Force's script?"", 'Who was responsible for composing the screenplay of Patterns of Force?', 'Who was the wordsmith behind the screenplay of Patterns of Force?', 'Who penned the script for Patterns of Force?', 'Who authored the screenplay of Patterns of Force?', ""Who was the primary influencer in shaping Patterns of Force's screenplay composition?"", ""Who scripted Patterns of Force's story?""]",7792,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.06898218745940161, 0.06701989702332102, 0.5757350845539209, 0.5997126521920593, 0.3612320886021334, 0.37105802068057736, 0.4049454636921335, 0.5295597918511361, 0.4950829121170643, 0.153293084270992]","[0.82483834, 0.830411, 0.00016535474, 0.0040681413, 0.001712553, 0.1716961, 0.27920344, 0.0020371564, 0.12529942, 0.0034644012]"
8657,A Way of Life,screenwriter,Amma Asante,1371718,533,1423666,"[""Way of Life""]",[],http://www.wikidata.org/entity/Q4660584,http://www.wikidata.org/entity/Q4747087,A Way of Life (2004 film),Amma Asante,497,7276,Who was the screenwriter for A Way of Life?,"[""Amma Asante""]","['Who was the screenwriter for A Way of Life?', 'Who wrote the screenplay for A Way of Life?', 'Who was the scribe of the screenplay in A Way of Life?', ""Who took on the role of crafting A Way of Life's script?"", 'Who was responsible for composing the screenplay of A Way of Life?', 'Who was the wordsmith behind the screenplay of A Way of Life?', 'Who penned the script for A Way of Life?', 'Who authored the screenplay of A Way of Life?', ""Who was the primary influencer in shaping A Way of Life's screenplay composition?"", ""Who scripted A Way of Life's story?""]",7773,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.3076494679395577, 0.4783751983939092, 0.4241122901186731, 0.643133989738947, 0.6583773922266956, 0.7868610974109682, 0.502246402147162, 0.7152064048555778, 0.7001210384644836, 0.405747515448056]","[0.083451405, 0.030465137, 0.00062725646, 0.00039534637, 0.0029399437, 3.3891818e-06, 0.009196144, 0.021166915, 0.019381575, 1.472918e-07]"
9359,The Dark Corner,screenwriter,Bernard C. Schoenfeld,223285,533,1269744,"[""Dark Corner""]","[""Bernard Cutner Schoenfeld""]",http://www.wikidata.org/entity/Q1401787,http://www.wikidata.org/entity/Q4068635,The Dark Corner,Bernard C. Schoenfeld,7580,178,Who was the screenwriter for The Dark Corner?,"[""Bernard C. Schoenfeld"", ""Bernard Cutner Schoenfeld""]","['Who was the screenwriter for The Dark Corner?', 'Who wrote the screenplay for The Dark Corner?', 'Who was the scribe of the screenplay in The Dark Corner?', ""Who took on the role of crafting The Dark Corner's script?"", 'Who was responsible for composing the screenplay of The Dark Corner?', 'Who was the wordsmith behind the screenplay of The Dark Corner?', 'Who penned the script for The Dark Corner?', 'Who authored the screenplay of The Dark Corner?', ""Who was the primary influencer in shaping The Dark Corner's screenplay composition?"", ""Who scripted The Dark Corner's story?""]",7758,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.19275607359537622, 0.50865640872422, 0.328489215535053, 0.6873688067384471, 0.7413115977491666, 0.41640521740613756, 0.2505800977902465, 0.46760872836735157, 0.6529069955567623, 0.6008090005313351]","[0.0076026376, 0.0070366263, 0.0015029289, 0.005844491, 0.00053797936, 0.004517033, 0.024101848, 0.003463567, 0.016312303, 0.050836463]"
8901,Regeneration,screenwriter,Pat Barker,2475358,533,2031475,[],[],http://www.wikidata.org/entity/Q7308031,http://www.wikidata.org/entity/Q61198,Regeneration (1997 film),Pat Barker,1848,5904,Who was the screenwriter for Regeneration?,"[""Pat Barker""]","['Who was the screenwriter for Regeneration?', 'Who wrote the screenplay for Regeneration?', 'Who was the scribe of the screenplay in Regeneration?', ""Who took on the role of crafting Regeneration's script?"", 'Who was responsible for composing the screenplay of Regeneration?', 'Who was the wordsmith behind the screenplay of Regeneration?', 'Who penned the script for Regeneration?', 'Who authored the screenplay of Regeneration?', ""Who was the primary influencer in shaping Regeneration's screenplay composition?"", ""Who scripted Regeneration's story?""]",7752,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.28571428571428575, 0, 0.3333333333333333, 0, 0.22222222222222224, 0.22222222222222224, 0, 0, 0, 0]","[0.5644065183590239, 0.3762450348040478, 0.526861832654862, 0.403478639977928, 0.5590334393708852, 0.3679278131244492, 0.3696170395469792, 0.4804490188861345, 0.4118828834716567, 0.2513973569539392]","[0.011025969, 0.17599256, 0.00024969724, 0.04271565, 0.0031321815, 4.7439164e-05, 0.0054840436, 0.047073938, 0.001635277, 0.40331933]"
9735,Oliver's Story,screenwriter,Erich Segal,1238077,533,1039390,"[""Love Story II"",""Love Story '78"",""Oliver""]","[""Erich Wolf Segal""]",http://www.wikidata.org/entity/Q3881797,http://www.wikidata.org/entity/Q315343,Oliver's Story (film),Erich Segal,3765,3965,Who was the screenwriter for Oliver's Story?,"[""Erich Segal"", ""Erich Wolf Segal""]","[""Who was the screenwriter for Oliver's Story?"", ""Who wrote the screenplay for Oliver's Story?"", ""Who was the scribe of the screenplay in Oliver's Story?"", ""Who took on the role of crafting Oliver's Story's script?"", ""Who was responsible for composing the screenplay of Oliver's Story?"", ""Who was the wordsmith behind the screenplay of Oliver's Story?"", ""Who penned the script for Oliver's Story?"", ""Who authored the screenplay of Oliver's Story?"", ""Who was the primary influencer in shaping Oliver's Story's screenplay composition?"", ""Who scripted Oliver's Story's story?""]",7730,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0.4444444444444445, 0, 0, 0, 0.5, 0.6666666666666666]","[0.47916132274224876, 0.46645905252526976, 0.6095661383354517, 0.6090925951395734, 0.591560759455909, 0.6372114680546273, 0.5634362278132607, 0.4660365215030189, 0.45456836294766445, 0.29243101464320553]","[0.00025213513, 0.009067288, 0.018148493, 0.070017375, 0.061152942, 0.00027155402, 4.2541797e-09, 0.0022790865, 0.110693336, 0.3268097]"
9737,The Beast,screenwriter,William Mastrosimone,2835066,533,869735,"[""The Beast of War"",""Beast""]",[],http://www.wikidata.org/entity/Q830556,http://www.wikidata.org/entity/Q2579890,The Beast (1988 film),William Mastrosimone,7067,635,Who was the screenwriter for The Beast?,"[""William Mastrosimone""]","['Who was the screenwriter for The Beast?', 'Who wrote the screenplay for The Beast?', 'Who was the scribe of the screenplay in The Beast?', ""Who took on the role of crafting The Beast's script?"", 'Who was responsible for composing the screenplay of The Beast?', 'Who was the wordsmith behind the screenplay of The Beast?', 'Who penned the script for The Beast?', 'Who authored the screenplay of The Beast?', ""Who was the primary influencer in shaping The Beast's screenplay composition?"", ""Who scripted The Beast's story?""]",7702,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.7040278536117907, 0.5003434300153611, 0.36842627319694454, 0.6634140560837155, 0.5223698543790679, 0.5590670645519777, 0.29736736602699443, 0.5903492408777784, 0.5384104688041527, 0.3948143428094394]","[3.1744174e-05, 0.0008781555, 0.00025776628, 0.00019132887, 0.000537272, 0.0014382869, 0.0013849551, 0.07823942, 0.020813107, 0.015886435]"
8184,The Sea,screenwriter,Baltasar Kormákur,56206,533,451420,"[""Sea""]","[""Baltasar Kormakur"",""Baltasar Korm\u00e1kur Samper"",""Baltasar Kormakur Samper""]",http://www.wikidata.org/entity/Q1091178,http://www.wikidata.org/entity/Q167522,The Sea (2002 film),Baltasar Kormákur,1149,6535,Who was the screenwriter for The Sea?,"[""Baltasar Kormákur"", ""Baltasar Kormakur"", ""Baltasar Kormákur Samper"", ""Baltasar Kormakur Samper""]","['Who was the screenwriter for The Sea?', 'Who wrote the screenplay for The Sea?', 'Who was the scribe of the screenplay in The Sea?', ""Who took on the role of crafting The Sea's script?"", 'Who was responsible for composing the screenplay of The Sea?', 'Who was the wordsmith behind the screenplay of The Sea?', 'Who penned the script for The Sea?', 'Who authored the screenplay of The Sea?', ""Who was the primary influencer in shaping The Sea's screenplay composition?"", ""Who scripted The Sea's story?""]",7684,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.6528980392275635, 0.5382265562983449, 0.7472698822145032, 0.4311972662950434, 0.26702739385189034, 0.2296825108430397, 0.7465212600835367, 0.4450849186331184, 0.3485611998647649, 0.2880858643475726]","[0.00852061, 0.115426034, 0.024561433, 0.0073702047, 0.0010652422, 0.016693654, 0.0052193617, 0.1851207, 0.113025084, 0.11132992]"
