Unnamed: 0,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,question,possible_answers,paraphrases,pop,em_scores,start_scores,f1_scores,uncertainty_metric,prob
13728,Rhineland-Palatinate,capital,Mainz,118455,422,534177,"[""Rheinland-Pfalz"",""RP""]","[""Frankfurt Rhine-Main Metropolitan Region"",""Mogontiacum"",""Maguncia"",""Mayence""]",http://www.wikidata.org/entity/Q1200,http://www.wikidata.org/entity/Q1720,Rhineland-Palatinate,Mainz,32353,22655,What is the capital of Rhineland-Palatinate?,"[""Mainz"", ""Frankfurt Rhine-Main Metropolitan Region"", ""Mogontiacum"", ""Maguncia"", ""Mayence""]","['What is the capital of Rhineland-Palatinate?', 'What is the primary city in Rhineland-Palatinate?', 'Which urban center holds a central role in Rhineland-Palatinate?', 'Which city houses the main government of Rhineland-Palatinate?', 'What city is the main administrative center of Rhineland-Palatinate?', 'What urban area holds the capital status of Rhineland-Palatinate?', 'Which city is the political focal point of Rhineland-Palatinate?', 'Which city is the primary seat of authority for Rhineland-Palatinate?', 'What is the principal city of Rhineland-Palatinate?', 'What is the chief city of Rhineland-Palatinate?']",55008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337, 0.33333333333333337, 0.25, 0.2857142857142857, 0.4, 0.33333333333333337, 0.33333333333333337, 0.2857142857142857]","[0.21408725433607995, 0.22119509614800165, 0.26389600331253704, 0.2483976122794232, 0.18525607355295842, 0.27070345208392543, 0.6006127089454376, 0.21267568450453944, 0.22265445756801894, 0.3082951441999611]","[0.49432877, 0.47889695, 0.28338555, 0.13462928, 0.17452236, 0.09049296, 0.010391028, 0.485917, 0.15941148, 0.03178292]"
14130,Sultanate of Rum,capital,Konya,2930161,422,2776203,"[""Seljuq Sultanate"",""R\u00fbm sultanate"",""Rum sultanate"",""Rum"",""Sultanate of R\u00fbm""]","[""Iconium""]",http://www.wikidata.org/entity/Q975405,http://www.wikidata.org/entity/Q79857,Sultanate of Rum,Konya,30091,23487,What is the capital of Sultanate of Rum?,"[""Konya"", ""Iconium""]","['What is the capital of Sultanate of Rum?', 'What is the primary city in Sultanate of Rum?', 'Which urban center holds a central role in Sultanate of Rum?', 'Which city houses the main government of Sultanate of Rum?', 'What city is the main administrative center of Sultanate of Rum?', 'What urban area holds the capital status of Sultanate of Rum?', 'Which city is the political focal point of Sultanate of Rum?', 'Which city is the primary seat of authority for Sultanate of Rum?', 'What is the principal city of Sultanate of Rum?', 'What is the chief city of Sultanate of Rum?']",53578,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1848100553055053, 0.1423711043241251, 0.40564012396072446, 0.2310981489165368, 0.1718678536808817, 0.22357084072033095, 0.37804518799853215, 0.3058692563194412, 0.3073891307137133, 0.27849050235847755]","[0.5953395, 0.66628754, 0.1885543, 0.20755278, 0.57726145, 0.47184083, 0.10929673, 0.085329786, 0.24017403, 0.4229836]"
14026,Kabul,capital,Kabul,647636,422,1963389,"[""Kabul Province""]","[""Cabool"",""Caubul"",""Kabol"",""Cabul""]",http://www.wikidata.org/entity/Q188933,http://www.wikidata.org/entity/Q5838,Kabul Province,Kabul,3855,48855,What is the capital of Kabul?,"[""Kabul"", ""Cabool"", ""Caubul"", ""Kabol"", ""Cabul""]","['What is the capital of Kabul?', 'What is the primary city in Kabul?', 'Which urban center holds a central role in Kabul?', 'Which city houses the main government of Kabul?', 'What city is the main administrative center of Kabul?', 'What urban area holds the capital status of Kabul?', 'Which city is the political focal point of Kabul?', 'Which city is the primary seat of authority for Kabul?', 'What is the principal city of Kabul?', 'What is the chief city of Kabul?']",52710,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.4, 0.4, 0.33333333333333337, 0.2857142857142857, 0.4, 0.33333333333333337, 0.4, 0.33333333333333337, 0.4, 0.4]","[0.2556340863256193, 0.2427909653782427, 0.5565680308482275, 0.1956974085844061, 0.2180649091538751, 0.3850024180465458, 0.2851774246398687, 0.3496559180329597, 0.23538289784408484, 0.24617021803601913]","[0.3875878, 0.4187779, 0.010612336, 0.1808011, 0.4763555, 0.04454488, 0.14055547, 0.018605266, 0.4319928, 0.39662525]"
13678,Cordillera Administrative Region,capital,Baguio,200168,422,605251,"[""CAR""]","[""City of Baguio"",""Baguio City"",""Baguio, Benguet""]",http://www.wikidata.org/entity/Q13606,http://www.wikidata.org/entity/Q1822,Cordillera Administrative Region,Baguio,25227,27318,What is the capital of Cordillera Administrative Region?,"[""Baguio"", ""City of Baguio"", ""Baguio City"", ""Baguio, Benguet""]","['What is the capital of Cordillera Administrative Region?', 'What is the primary city in Cordillera Administrative Region?', 'Which urban center holds a central role in Cordillera Administrative Region?', 'Which city houses the main government of Cordillera Administrative Region?', 'What city is the main administrative center of Cordillera Administrative Region?', 'What urban area holds the capital status of Cordillera Administrative Region?', 'Which city is the political focal point of Cordillera Administrative Region?', 'Which city is the primary seat of authority for Cordillera Administrative Region?', 'What is the principal city of Cordillera Administrative Region?', 'What is the chief city of Cordillera Administrative Region?']",52545,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.5714285714285715, 0.5714285714285715, 0.5714285714285715, 0.5714285714285715, 0.5714285714285715, 0.33333333333333337, 0.4, 0.5714285714285715, 0.5714285714285715, 0.4]","[0.21250437481727164, 0.25153725914219177, 0.3381896876167858, 0.2593892105145989, 0.23163045290586748, 0.3845126058196937, 0.31986685368598083, 0.2308605075900113, 0.2306628151813417, 0.3196875832845729]","[0.49052346, 0.39697286, 0.2166061, 0.35933277, 0.45256355, 0.021478876, 0.13485633, 0.44615078, 0.45250916, 0.14745662]"
14114,Kingdom of Hanover,capital,Hanover,428982,422,529803,"[""K\u00f6nigreich Hannover"",""Hanover"",""Hannover""]","[""Hannover"",""Hanover, Germany""]",http://www.wikidata.org/entity/Q164079,http://www.wikidata.org/entity/Q1715,Kingdom of Hanover,Hanover,16332,35693,What is the capital of Kingdom of Hanover?,"[""Hanover"", ""Hannover"", ""Hanover, Germany""]","['What is the capital of Kingdom of Hanover?', 'What is the primary city in Kingdom of Hanover?', 'Which urban center holds a central role in Kingdom of Hanover?', 'Which city houses the main government of Kingdom of Hanover?', 'What city is the main administrative center of Kingdom of Hanover?', 'What urban area holds the capital status of Kingdom of Hanover?', 'Which city is the political focal point of Kingdom of Hanover?', 'Which city is the primary seat of authority for Kingdom of Hanover?', 'What is the principal city of Kingdom of Hanover?', 'What is the chief city of Kingdom of Hanover?']",52025,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.29195425935073005, 0.20338569458610423, 0.2604433632195817, 0.27986667682634814, 0.22051547065344929, 0.2595437462718001, 0.27417942140314844, 0.2010444257749811, 0.19116897054122015, 0.22069173951725918]","[0.06199944, 0.19491963, 0.30482623, 0.009316292, 0.49824724, 0.20007902, 0.061899938, 0.1225651, 0.5515631, 0.23470545]"
14017,South Ossetia,capital,Tskhinvali,799522,422,2776467,"[""South Ossetian"",""South Osetia"",""South Ossetian Republic"",""S Ossetia"",""Tskhinvali Region"",""South Ossettia"",""S. Ossetia"",""Republic of South Ossetia"",""Samachablo"",""the State of Alania"",""State of Alania"",""Alania"",""Republic of South Ossetia \u2013 the State of Alania""]","[""Tskhinval""]",http://www.wikidata.org/entity/Q23427,http://www.wikidata.org/entity/Q79863,South Ossetia,Tskhinvali,45992,4768,What is the capital of South Ossetia?,"[""Tskhinvali"", ""Tskhinval""]","['What is the capital of South Ossetia?', 'What is the primary city in South Ossetia?', 'Which urban center holds a central role in South Ossetia?', 'Which city houses the main government of South Ossetia?', 'What city is the main administrative center of South Ossetia?', 'What urban area holds the capital status of South Ossetia?', 'Which city is the political focal point of South Ossetia?', 'Which city is the primary seat of authority for South Ossetia?', 'What is the principal city of South Ossetia?', 'What is the chief city of South Ossetia?']",50760,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.18225389051396543, 0.15115118531213606, 0.49728303664878126, 0.16597163514065305, 0.13206892741667287, 0.18119133864679146, 0.17494148134060306, 0.18160773071565078, 0.2547910386914341, 0.18476359100942286]","[0.090197966, 0.6479113, 0.063453995, 0.58590615, 0.6907499, 0.06141608, 0.57870334, 0.10946639, 0.025876831, 0.14120129]"
13742,Schleswig-Holstein,capital,Kiel,114398,422,518526,"[""Slesvig-Holstein"",""SH"",""DE-SH""]",[],http://www.wikidata.org/entity/Q1194,http://www.wikidata.org/entity/Q1707,Schleswig-Holstein,Kiel,31758,17913,What is the capital of Schleswig-Holstein?,"[""Kiel""]","['What is the capital of Schleswig-Holstein?', 'What is the primary city in Schleswig-Holstein?', 'Which urban center holds a central role in Schleswig-Holstein?', 'Which city houses the main government of Schleswig-Holstein?', 'What city is the main administrative center of Schleswig-Holstein?', 'What urban area holds the capital status of Schleswig-Holstein?', 'Which city is the political focal point of Schleswig-Holstein?', 'Which city is the primary seat of authority for Schleswig-Holstein?', 'What is the principal city of Schleswig-Holstein?', 'What is the chief city of Schleswig-Holstein?']",49671,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.2857142857142857, 0.33333333333333337, 0.25, 0.33333333333333337, 0.33333333333333337, 0.25, 0.33333333333333337, 0.33333333333333337, 0.33333333333333337, 0.25]","[0.3147122539873712, 0.19586453834053338, 0.3789477066183963, 0.2553705358236197, 0.19212632665936236, 0.19310615984502344, 0.20891642989670522, 0.19868961761862824, 0.1825326428741686, 0.2099939810255459]","[0.054792613, 0.53252786, 0.026829908, 0.11648576, 0.550361, 0.24970019, 0.50755966, 0.53461415, 0.57349324, 0.22731419]"
13726,Saint Vincent and the Grenadines,capital,Kingstown,2590983,422,1279516,"[""vc"",""St. Vincent and the Grenadines"",""St Vincent and the Grenadines"",""Saint Vincent"",""St. Vincent"",""St Vincent"",""\ud83c\uddfb\ud83c\udde8""]",[],http://www.wikidata.org/entity/Q757,http://www.wikidata.org/entity/Q41474,Saint Vincent and the Grenadines,Kingstown,44884,4458,What is the capital of Saint Vincent and the Grenadines?,"[""Kingstown""]","['What is the capital of Saint Vincent and the Grenadines?', 'What is the primary city in Saint Vincent and the Grenadines?', 'Which urban center holds a central role in Saint Vincent and the Grenadines?', 'Which city houses the main government of Saint Vincent and the Grenadines?', 'What city is the main administrative center of Saint Vincent and the Grenadines?', 'What urban area holds the capital status of Saint Vincent and the Grenadines?', 'Which city is the political focal point of Saint Vincent and the Grenadines?', 'Which city is the primary seat of authority for Saint Vincent and the Grenadines?', 'What is the principal city of Saint Vincent and the Grenadines?', 'What is the chief city of Saint Vincent and the Grenadines?']",49342,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.33333333333333337, 0.5, 0.4, 0.33333333333333337, 0.4, 0.4, 0.4, 0.5, 0.4, 0.4]","[0.24202668568650537, 0.23835605490277584, 0.3080789109273926, 0.21008658460844806, 0.21668079332585966, 0.27002149776496764, 0.3163062595648156, 0.3603247254997561, 0.29212042145727835, 0.24800359601661676]","[0.23423322, 0.104678154, 0.1997141, 0.17691743, 0.48902807, 0.34535915, 0.018888604, 0.020003475, 0.016089598, 0.04232634]"
13720,Federated States of Micronesia,capital,Palikir,2343953,422,1293658,"[""Micronesia"",""FSM"",""fm"",""Fed. Sts. Micronesia"",""Fed. Sts. of Micronesia"",""Federated States of Micronesia, FSM"",""\ud83c\uddeb\ud83c\uddf2""]",[],http://www.wikidata.org/entity/Q702,http://www.wikidata.org/entity/Q42751,Federated States of Micronesia,Palikir,44728,3707,What is the capital of Federated States of Micronesia?,"[""Palikir""]","['What is the capital of Federated States of Micronesia?', 'What is the primary city in Federated States of Micronesia?', 'Which urban center holds a central role in Federated States of Micronesia?', 'Which city houses the main government of Federated States of Micronesia?', 'What city is the main administrative center of Federated States of Micronesia?', 'What urban area holds the capital status of Federated States of Micronesia?', 'Which city is the political focal point of Federated States of Micronesia?', 'Which city is the primary seat of authority for Federated States of Micronesia?', 'What is the principal city of Federated States of Micronesia?', 'What is the chief city of Federated States of Micronesia?']",48435,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.33333333333333337, 0, 0, 0.4, 0.4, 0.5, 0.4, 0.5, 0.4, 0.2857142857142857]","[0.24535533003882512, 0.23702238206429482, 0.2608106074238183, 0.22612004562217797, 0.20865265139922134, 0.5437625181126248, 0.23653421087955903, 0.5253417006978978, 0.22445700030221205, 0.2204989978796486]","[0.043760132, 0.4296385, 0.17683977, 0.16252154, 0.14410889, 0.0095542725, 0.36238918, 0.012115485, 0.17672221, 0.1633655]"
13814,County Durham,capital,Durham,790378,422,579691,"[""Durham"",""Durham County""]","[""Durham, England"",""Durham City""]",http://www.wikidata.org/entity/Q23082,http://www.wikidata.org/entity/Q179815,County Durham,"Durham, England",27405,20642,What is the capital of County Durham?,"[""Durham"", ""Durham, England"", ""Durham City""]","['What is the capital of County Durham?', 'What is the primary city in County Durham?', 'Which urban center holds a central role in County Durham?', 'Which city houses the main government of County Durham?', 'What city is the main administrative center of County Durham?', 'What urban area holds the capital status of County Durham?', 'Which city is the political focal point of County Durham?', 'Which city is the primary seat of authority for County Durham?', 'What is the principal city of County Durham?', 'What is the chief city of County Durham?']",48047,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0.2857142857142857, 0.4, 0.4, 0.2857142857142857, 0.4, 0.2857142857142857, 0.2857142857142857, 0.4, 0.4, 0.2857142857142857]","[0.2534564877399458, 0.22325460786696116, 0.5140337309154349, 0.19892561965447508, 0.22210880457875673, 0.2000087489406921, 0.1907065564965291, 0.19823732470442662, 0.22758012867660143, 0.21950220595975867]","[0.044440888, 0.47215775, 0.00848701, 0.24809104, 0.4750341, 0.28975707, 0.18090351, 0.5343643, 0.4623057, 0.22669595]"
